id,count,bin,image_path,json_path,density_path,split
195,190,100-199,D:\PanoCrowdCount\data\dataset\images\195.jpg,D:\PanoCrowdCount\data\dataset\json\195.json,D:\PanoCrowdCount\data\dataset\density_maps\195.npy,train
196,170,100-199,D:\PanoCrowdCount\data\dataset\images\196.jpg,D:\PanoCrowdCount\data\dataset\json\196.json,D:\PanoCrowdCount\data\dataset\density_maps\196.npy,train
197,84,50-99,D:\PanoCrowdCount\data\dataset\images\197.jpg,D:\PanoCrowdCount\data\dataset\json\197.json,D:\PanoCrowdCount\data\dataset\density_maps\197.npy,train
198,161,100-199,D:\PanoCrowdCount\data\dataset\images\198.jpg,D:\PanoCrowdCount\data\dataset\json\198.json,D:\PanoCrowdCount\data\dataset\density_maps\198.npy,train
199,107,100-199,D:\PanoCrowdCount\data\dataset\images\199.jpg,D:\PanoCrowdCount\data\dataset\json\199.json,D:\PanoCrowdCount\data\dataset\density_maps\199.npy,train
2,102,100-199,D:\PanoCrowdCount\data\dataset\images\2.jpg,D:\PanoCrowdCount\data\dataset\json\2.json,D:\PanoCrowdCount\data\dataset\density_maps\2.npy,train
20,82,50-99,D:\PanoCrowdCount\data\dataset\images\20.jpg,D:\PanoCrowdCount\data\dataset\json\20.json,D:\PanoCrowdCount\data\dataset\density_maps\20.npy,train
200,152,100-199,D:\PanoCrowdCount\data\dataset\images\200.jpg,D:\PanoCrowdCount\data\dataset\json\200.json,D:\PanoCrowdCount\data\dataset\density_maps\200.npy,val
201,139,100-199,D:\PanoCrowdCount\data\dataset\images\201.jpg,D:\PanoCrowdCount\data\dataset\json\201.json,D:\PanoCrowdCount\data\dataset\density_maps\201.npy,train
202,249,200-299,D:\PanoCrowdCount\data\dataset\images\202.jpg,D:\PanoCrowdCount\data\dataset\json\202.json,D:\PanoCrowdCount\data\dataset\density_maps\202.npy,train
203,110,100-199,D:\PanoCrowdCount\data\dataset\images\203.jpg,D:\PanoCrowdCount\data\dataset\json\203.json,D:\PanoCrowdCount\data\dataset\density_maps\203.npy,val
204,497,300-499,D:\PanoCrowdCount\data\dataset\images\204.jpg,D:\PanoCrowdCount\data\dataset\json\204.json,D:\PanoCrowdCount\data\dataset\density_maps\204.npy,train
205,139,100-199,D:\PanoCrowdCount\data\dataset\images\205.jpg,D:\PanoCrowdCount\data\dataset\json\205.json,D:\PanoCrowdCount\data\dataset\density_maps\205.npy,test
206,229,200-299,D:\PanoCrowdCount\data\dataset\images\206.jpg,D:\PanoCrowdCount\data\dataset\json\206.json,D:\PanoCrowdCount\data\dataset\density_maps\206.npy,test
207,202,200-299,D:\PanoCrowdCount\data\dataset\images\207.jpg,D:\PanoCrowdCount\data\dataset\json\207.json,D:\PanoCrowdCount\data\dataset\density_maps\207.npy,train
208,128,100-199,D:\PanoCrowdCount\data\dataset\images\208.jpg,D:\PanoCrowdCount\data\dataset\json\208.json,D:\PanoCrowdCount\data\dataset\density_maps\208.npy,train
209,99,50-99,D:\PanoCrowdCount\data\dataset\images\209.jpg,D:\PanoCrowdCount\data\dataset\json\209.json,D:\PanoCrowdCount\data\dataset\density_maps\209.npy,train
21,119,100-199,D:\PanoCrowdCount\data\dataset\images\21.jpg,D:\PanoCrowdCount\data\dataset\json\21.json,D:\PanoCrowdCount\data\dataset\density_maps\21.npy,val
210,83,50-99,D:\PanoCrowdCount\data\dataset\images\210.jpg,D:\PanoCrowdCount\data\dataset\json\210.json,D:\PanoCrowdCount\data\dataset\density_maps\210.npy,train
211,249,200-299,D:\PanoCrowdCount\data\dataset\images\211.jpg,D:\PanoCrowdCount\data\dataset\json\211.json,D:\PanoCrowdCount\data\dataset\density_maps\211.npy,train
212,437,300-499,D:\PanoCrowdCount\data\dataset\images\212.jpg,D:\PanoCrowdCount\data\dataset\json\212.json,D:\PanoCrowdCount\data\dataset\density_maps\212.npy,train
213,261,200-299,D:\PanoCrowdCount\data\dataset\images\213.jpg,D:\PanoCrowdCount\data\dataset\json\213.json,D:\PanoCrowdCount\data\dataset\density_maps\213.npy,train
214,75,50-99,D:\PanoCrowdCount\data\dataset\images\214.jpg,D:\PanoCrowdCount\data\dataset\json\214.json,D:\PanoCrowdCount\data\dataset\density_maps\214.npy,train
215,275,200-299,D:\PanoCrowdCount\data\dataset\images\215.jpg,D:\PanoCrowdCount\data\dataset\json\215.json,D:\PanoCrowdCount\data\dataset\density_maps\215.npy,val
216,76,50-99,D:\PanoCrowdCount\data\dataset\images\216.jpg,D:\PanoCrowdCount\data\dataset\json\216.json,D:\PanoCrowdCount\data\dataset\density_maps\216.npy,train
217,107,100-199,D:\PanoCrowdCount\data\dataset\images\217.jpg,D:\PanoCrowdCount\data\dataset\json\217.json,D:\PanoCrowdCount\data\dataset\density_maps\217.npy,train
218,180,100-199,D:\PanoCrowdCount\data\dataset\images\218.jpg,D:\PanoCrowdCount\data\dataset\json\218.json,D:\PanoCrowdCount\data\dataset\density_maps\218.npy,train
219,140,100-199,D:\PanoCrowdCount\data\dataset\images\219.jpg,D:\PanoCrowdCount\data\dataset\json\219.json,D:\PanoCrowdCount\data\dataset\density_maps\219.npy,val
22,212,200-299,D:\PanoCrowdCount\data\dataset\images\22.jpg,D:\PanoCrowdCount\data\dataset\json\22.json,D:\PanoCrowdCount\data\dataset\density_maps\22.npy,train
220,209,200-299,D:\PanoCrowdCount\data\dataset\images\220.jpg,D:\PanoCrowdCount\data\dataset\json\220.json,D:\PanoCrowdCount\data\dataset\density_maps\220.npy,val
221,23,0-49,D:\PanoCrowdCount\data\dataset\images\221.jpg,D:\PanoCrowdCount\data\dataset\json\221.json,D:\PanoCrowdCount\data\dataset\density_maps\221.npy,train
222,299,200-299,D:\PanoCrowdCount\data\dataset\images\222.jpg,D:\PanoCrowdCount\data\dataset\json\222.json,D:\PanoCrowdCount\data\dataset\density_maps\222.npy,train
223,212,200-299,D:\PanoCrowdCount\data\dataset\images\223.jpg,D:\PanoCrowdCount\data\dataset\json\223.json,D:\PanoCrowdCount\data\dataset\density_maps\223.npy,train
224,74,50-99,D:\PanoCrowdCount\data\dataset\images\224.jpg,D:\PanoCrowdCount\data\dataset\json\224.json,D:\PanoCrowdCount\data\dataset\density_maps\224.npy,test
225,61,50-99,D:\PanoCrowdCount\data\dataset\images\225.jpg,D:\PanoCrowdCount\data\dataset\json\225.json,D:\PanoCrowdCount\data\dataset\density_maps\225.npy,train
226,60,50-99,D:\PanoCrowdCount\data\dataset\images\226.jpg,D:\PanoCrowdCount\data\dataset\json\226.json,D:\PanoCrowdCount\data\dataset\density_maps\226.npy,train
227,106,100-199,D:\PanoCrowdCount\data\dataset\images\227.jpg,D:\PanoCrowdCount\data\dataset\json\227.json,D:\PanoCrowdCount\data\dataset\density_maps\227.npy,train
228,348,300-499,D:\PanoCrowdCount\data\dataset\images\228.jpg,D:\PanoCrowdCount\data\dataset\json\228.json,D:\PanoCrowdCount\data\dataset\density_maps\228.npy,train
229,82,50-99,D:\PanoCrowdCount\data\dataset\images\229.jpg,D:\PanoCrowdCount\data\dataset\json\229.json,D:\PanoCrowdCount\data\dataset\density_maps\229.npy,val
23,144,100-199,D:\PanoCrowdCount\data\dataset\images\23.jpg,D:\PanoCrowdCount\data\dataset\json\23.json,D:\PanoCrowdCount\data\dataset\density_maps\23.npy,train
230,342,300-499,D:\PanoCrowdCount\data\dataset\images\230.jpg,D:\PanoCrowdCount\data\dataset\json\230.json,D:\PanoCrowdCount\data\dataset\density_maps\230.npy,train
231,398,300-499,D:\PanoCrowdCount\data\dataset\images\231.jpg,D:\PanoCrowdCount\data\dataset\json\231.json,D:\PanoCrowdCount\data\dataset\density_maps\231.npy,train
232,491,300-499,D:\PanoCrowdCount\data\dataset\images\232.jpg,D:\PanoCrowdCount\data\dataset\json\232.json,D:\PanoCrowdCount\data\dataset\density_maps\232.npy,train
233,262,200-299,D:\PanoCrowdCount\data\dataset\images\233.jpg,D:\PanoCrowdCount\data\dataset\json\233.json,D:\PanoCrowdCount\data\dataset\density_maps\233.npy,val
234,57,50-99,D:\PanoCrowdCount\data\dataset\images\234.jpg,D:\PanoCrowdCount\data\dataset\json\234.json,D:\PanoCrowdCount\data\dataset\density_maps\234.npy,val
235,152,100-199,D:\PanoCrowdCount\data\dataset\images\235.jpg,D:\PanoCrowdCount\data\dataset\json\235.json,D:\PanoCrowdCount\data\dataset\density_maps\235.npy,train
236,587,500+,D:\PanoCrowdCount\data\dataset\images\236.jpg,D:\PanoCrowdCount\data\dataset\json\236.json,D:\PanoCrowdCount\data\dataset\density_maps\236.npy,train
237,253,200-299,D:\PanoCrowdCount\data\dataset\images\237.jpg,D:\PanoCrowdCount\data\dataset\json\237.json,D:\PanoCrowdCount\data\dataset\density_maps\237.npy,train
238,74,50-99,D:\PanoCrowdCount\data\dataset\images\238.jpg,D:\PanoCrowdCount\data\dataset\json\238.json,D:\PanoCrowdCount\data\dataset\density_maps\238.npy,test
239,252,200-299,D:\PanoCrowdCount\data\dataset\images\239.jpg,D:\PanoCrowdCount\data\dataset\json\239.json,D:\PanoCrowdCount\data\dataset\density_maps\239.npy,test
24,233,200-299,D:\PanoCrowdCount\data\dataset\images\24.jpg,D:\PanoCrowdCount\data\dataset\json\24.json,D:\PanoCrowdCount\data\dataset\density_maps\24.npy,train
240,399,300-499,D:\PanoCrowdCount\data\dataset\images\240.jpg,D:\PanoCrowdCount\data\dataset\json\240.json,D:\PanoCrowdCount\data\dataset\density_maps\240.npy,val
241,728,500+,D:\PanoCrowdCount\data\dataset\images\241.jpg,D:\PanoCrowdCount\data\dataset\json\241.json,D:\PanoCrowdCount\data\dataset\density_maps\241.npy,val
242,71,50-99,D:\PanoCrowdCount\data\dataset\images\242.jpg,D:\PanoCrowdCount\data\dataset\json\242.json,D:\PanoCrowdCount\data\dataset\density_maps\242.npy,val
243,232,200-299,D:\PanoCrowdCount\data\dataset\images\243.jpg,D:\PanoCrowdCount\data\dataset\json\243.json,D:\PanoCrowdCount\data\dataset\density_maps\243.npy,train
244,1218,500+,D:\PanoCrowdCount\data\dataset\images\244.jpg,D:\PanoCrowdCount\data\dataset\json\244.json,D:\PanoCrowdCount\data\dataset\density_maps\244.npy,train
245,1237,500+,D:\PanoCrowdCount\data\dataset\images\245.jpg,D:\PanoCrowdCount\data\dataset\json\245.json,D:\PanoCrowdCount\data\dataset\density_maps\245.npy,val
246,64,50-99,D:\PanoCrowdCount\data\dataset\images\246.jpg,D:\PanoCrowdCount\data\dataset\json\246.json,D:\PanoCrowdCount\data\dataset\density_maps\246.npy,test
247,151,100-199,D:\PanoCrowdCount\data\dataset\images\247.jpg,D:\PanoCrowdCount\data\dataset\json\247.json,D:\PanoCrowdCount\data\dataset\density_maps\247.npy,train
248,116,100-199,D:\PanoCrowdCount\data\dataset\images\248.jpg,D:\PanoCrowdCount\data\dataset\json\248.json,D:\PanoCrowdCount\data\dataset\density_maps\248.npy,train
249,278,200-299,D:\PanoCrowdCount\data\dataset\images\249.jpg,D:\PanoCrowdCount\data\dataset\json\249.json,D:\PanoCrowdCount\data\dataset\density_maps\249.npy,train
25,61,50-99,D:\PanoCrowdCount\data\dataset\images\25.jpg,D:\PanoCrowdCount\data\dataset\json\25.json,D:\PanoCrowdCount\data\dataset\density_maps\25.npy,train
250,353,300-499,D:\PanoCrowdCount\data\dataset\images\250.jpg,D:\PanoCrowdCount\data\dataset\json\250.json,D:\PanoCrowdCount\data\dataset\density_maps\250.npy,train
251,41,0-49,D:\PanoCrowdCount\data\dataset\images\251.jpg,D:\PanoCrowdCount\data\dataset\json\251.json,D:\PanoCrowdCount\data\dataset\density_maps\251.npy,train
252,149,100-199,D:\PanoCrowdCount\data\dataset\images\252.jpg,D:\PanoCrowdCount\data\dataset\json\252.json,D:\PanoCrowdCount\data\dataset\density_maps\252.npy,val
253,38,0-49,D:\PanoCrowdCount\data\dataset\images\253.jpg,D:\PanoCrowdCount\data\dataset\json\253.json,D:\PanoCrowdCount\data\dataset\density_maps\253.npy,train
254,47,0-49,D:\PanoCrowdCount\data\dataset\images\254.jpg,D:\PanoCrowdCount\data\dataset\json\254.json,D:\PanoCrowdCount\data\dataset\density_maps\254.npy,train
255,183,100-199,D:\PanoCrowdCount\data\dataset\images\255.jpg,D:\PanoCrowdCount\data\dataset\json\255.json,D:\PanoCrowdCount\data\dataset\density_maps\255.npy,val
256,295,200-299,D:\PanoCrowdCount\data\dataset\images\256.jpg,D:\PanoCrowdCount\data\dataset\json\256.json,D:\PanoCrowdCount\data\dataset\density_maps\256.npy,train
257,114,100-199,D:\PanoCrowdCount\data\dataset\images\257.jpg,D:\PanoCrowdCount\data\dataset\json\257.json,D:\PanoCrowdCount\data\dataset\density_maps\257.npy,train
258,359,300-499,D:\PanoCrowdCount\data\dataset\images\258.jpg,D:\PanoCrowdCount\data\dataset\json\258.json,D:\PanoCrowdCount\data\dataset\density_maps\258.npy,val
259,281,200-299,D:\PanoCrowdCount\data\dataset\images\259.jpg,D:\PanoCrowdCount\data\dataset\json\259.json,D:\PanoCrowdCount\data\dataset\density_maps\259.npy,train
26,17,0-49,D:\PanoCrowdCount\data\dataset\images\26.jpg,D:\PanoCrowdCount\data\dataset\json\26.json,D:\PanoCrowdCount\data\dataset\density_maps\26.npy,train
260,357,300-499,D:\PanoCrowdCount\data\dataset\images\260.jpg,D:\PanoCrowdCount\data\dataset\json\260.json,D:\PanoCrowdCount\data\dataset\density_maps\260.npy,train
261,190,100-199,D:\PanoCrowdCount\data\dataset\images\261.jpg,D:\PanoCrowdCount\data\dataset\json\261.json,D:\PanoCrowdCount\data\dataset\density_maps\261.npy,train
262,38,0-49,D:\PanoCrowdCount\data\dataset\images\262.jpg,D:\PanoCrowdCount\data\dataset\json\262.json,D:\PanoCrowdCount\data\dataset\density_maps\262.npy,train
263,122,100-199,D:\PanoCrowdCount\data\dataset\images\263.jpg,D:\PanoCrowdCount\data\dataset\json\263.json,D:\PanoCrowdCount\data\dataset\density_maps\263.npy,train
264,215,200-299,D:\PanoCrowdCount\data\dataset\images\264.jpg,D:\PanoCrowdCount\data\dataset\json\264.json,D:\PanoCrowdCount\data\dataset\density_maps\264.npy,train
265,177,100-199,D:\PanoCrowdCount\data\dataset\images\265.jpg,D:\PanoCrowdCount\data\dataset\json\265.json,D:\PanoCrowdCount\data\dataset\density_maps\265.npy,train
266,110,100-199,D:\PanoCrowdCount\data\dataset\images\266.jpg,D:\PanoCrowdCount\data\dataset\json\266.json,D:\PanoCrowdCount\data\dataset\density_maps\266.npy,train
267,275,200-299,D:\PanoCrowdCount\data\dataset\images\267.jpg,D:\PanoCrowdCount\data\dataset\json\267.json,D:\PanoCrowdCount\data\dataset\density_maps\267.npy,train
268,74,50-99,D:\PanoCrowdCount\data\dataset\images\268.jpg,D:\PanoCrowdCount\data\dataset\json\268.json,D:\PanoCrowdCount\data\dataset\density_maps\268.npy,train
269,256,200-299,D:\PanoCrowdCount\data\dataset\images\269.jpg,D:\PanoCrowdCount\data\dataset\json\269.json,D:\PanoCrowdCount\data\dataset\density_maps\269.npy,train
27,67,50-99,D:\PanoCrowdCount\data\dataset\images\27.jpg,D:\PanoCrowdCount\data\dataset\json\27.json,D:\PanoCrowdCount\data\dataset\density_maps\27.npy,val
270,164,100-199,D:\PanoCrowdCount\data\dataset\images\270.jpg,D:\PanoCrowdCount\data\dataset\json\270.json,D:\PanoCrowdCount\data\dataset\density_maps\270.npy,train
271,25,0-49,D:\PanoCrowdCount\data\dataset\images\271.jpg,D:\PanoCrowdCount\data\dataset\json\271.json,D:\PanoCrowdCount\data\dataset\density_maps\271.npy,val
272,949,500+,D:\PanoCrowdCount\data\dataset\images\272.jpg,D:\PanoCrowdCount\data\dataset\json\272.json,D:\PanoCrowdCount\data\dataset\density_maps\272.npy,train
273,491,300-499,D:\PanoCrowdCount\data\dataset\images\273.jpg,D:\PanoCrowdCount\data\dataset\json\273.json,D:\PanoCrowdCount\data\dataset\density_maps\273.npy,val
274,72,50-99,D:\PanoCrowdCount\data\dataset\images\274.jpg,D:\PanoCrowdCount\data\dataset\json\274.json,D:\PanoCrowdCount\data\dataset\density_maps\274.npy,train
275,294,200-299,D:\PanoCrowdCount\data\dataset\images\275.jpg,D:\PanoCrowdCount\data\dataset\json\275.json,D:\PanoCrowdCount\data\dataset\density_maps\275.npy,train
276,120,100-199,D:\PanoCrowdCount\data\dataset\images\276.jpg,D:\PanoCrowdCount\data\dataset\json\276.json,D:\PanoCrowdCount\data\dataset\density_maps\276.npy,test
277,111,100-199,D:\PanoCrowdCount\data\dataset\images\277.jpg,D:\PanoCrowdCount\data\dataset\json\277.json,D:\PanoCrowdCount\data\dataset\density_maps\277.npy,train
278,101,100-199,D:\PanoCrowdCount\data\dataset\images\278.jpg,D:\PanoCrowdCount\data\dataset\json\278.json,D:\PanoCrowdCount\data\dataset\density_maps\278.npy,train
279,403,300-499,D:\PanoCrowdCount\data\dataset\images\279.jpg,D:\PanoCrowdCount\data\dataset\json\279.json,D:\PanoCrowdCount\data\dataset\density_maps\279.npy,train
28,334,300-499,D:\PanoCrowdCount\data\dataset\images\28.jpg,D:\PanoCrowdCount\data\dataset\json\28.json,D:\PanoCrowdCount\data\dataset\density_maps\28.npy,train
280,191,100-199,D:\PanoCrowdCount\data\dataset\images\280.jpg,D:\PanoCrowdCount\data\dataset\json\280.json,D:\PanoCrowdCount\data\dataset\density_maps\280.npy,train
281,121,100-199,D:\PanoCrowdCount\data\dataset\images\281.jpg,D:\PanoCrowdCount\data\dataset\json\281.json,D:\PanoCrowdCount\data\dataset\density_maps\281.npy,train
282,23,0-49,D:\PanoCrowdCount\data\dataset\images\282.jpg,D:\PanoCrowdCount\data\dataset\json\282.json,D:\PanoCrowdCount\data\dataset\density_maps\282.npy,train
283,553,500+,D:\PanoCrowdCount\data\dataset\images\283.jpg,D:\PanoCrowdCount\data\dataset\json\283.json,D:\PanoCrowdCount\data\dataset\density_maps\283.npy,test
284,38,0-49,D:\PanoCrowdCount\data\dataset\images\284.jpg,D:\PanoCrowdCount\data\dataset\json\284.json,D:\PanoCrowdCount\data\dataset\density_maps\284.npy,train
285,15,0-49,D:\PanoCrowdCount\data\dataset\images\285.jpg,D:\PanoCrowdCount\data\dataset\json\285.json,D:\PanoCrowdCount\data\dataset\density_maps\285.npy,val
286,306,300-499,D:\PanoCrowdCount\data\dataset\images\286.jpg,D:\PanoCrowdCount\data\dataset\json\286.json,D:\PanoCrowdCount\data\dataset\density_maps\286.npy,val
287,68,50-99,D:\PanoCrowdCount\data\dataset\images\287.jpg,D:\PanoCrowdCount\data\dataset\json\287.json,D:\PanoCrowdCount\data\dataset\density_maps\287.npy,train
288,1554,500+,D:\PanoCrowdCount\data\dataset\images\288.jpg,D:\PanoCrowdCount\data\dataset\json\288.json,D:\PanoCrowdCount\data\dataset\density_maps\288.npy,train
289,408,300-499,D:\PanoCrowdCount\data\dataset\images\289.jpg,D:\PanoCrowdCount\data\dataset\json\289.json,D:\PanoCrowdCount\data\dataset\density_maps\289.npy,train
29,68,50-99,D:\PanoCrowdCount\data\dataset\images\29.jpg,D:\PanoCrowdCount\data\dataset\json\29.json,D:\PanoCrowdCount\data\dataset\density_maps\29.npy,train
290,142,100-199,D:\PanoCrowdCount\data\dataset\images\290.jpg,D:\PanoCrowdCount\data\dataset\json\290.json,D:\PanoCrowdCount\data\dataset\density_maps\290.npy,train
291,674,500+,D:\PanoCrowdCount\data\dataset\images\291.jpg,D:\PanoCrowdCount\data\dataset\json\291.json,D:\PanoCrowdCount\data\dataset\density_maps\291.npy,val
292,219,200-299,D:\PanoCrowdCount\data\dataset\images\292.jpg,D:\PanoCrowdCount\data\dataset\json\292.json,D:\PanoCrowdCount\data\dataset\density_maps\292.npy,train
293,607,500+,D:\PanoCrowdCount\data\dataset\images\293.jpg,D:\PanoCrowdCount\data\dataset\json\293.json,D:\PanoCrowdCount\data\dataset\density_maps\293.npy,train
294,354,300-499,D:\PanoCrowdCount\data\dataset\images\294.jpg,D:\PanoCrowdCount\data\dataset\json\294.json,D:\PanoCrowdCount\data\dataset\density_maps\294.npy,train
295,26,0-49,D:\PanoCrowdCount\data\dataset\images\295.jpg,D:\PanoCrowdCount\data\dataset\json\295.json,D:\PanoCrowdCount\data\dataset\density_maps\295.npy,train
296,246,200-299,D:\PanoCrowdCount\data\dataset\images\296.jpg,D:\PanoCrowdCount\data\dataset\json\296.json,D:\PanoCrowdCount\data\dataset\density_maps\296.npy,train
297,889,500+,D:\PanoCrowdCount\data\dataset\images\297.jpg,D:\PanoCrowdCount\data\dataset\json\297.json,D:\PanoCrowdCount\data\dataset\density_maps\297.npy,train
298,248,200-299,D:\PanoCrowdCount\data\dataset\images\298.jpg,D:\PanoCrowdCount\data\dataset\json\298.json,D:\PanoCrowdCount\data\dataset\density_maps\298.npy,train
299,827,500+,D:\PanoCrowdCount\data\dataset\images\299.jpg,D:\PanoCrowdCount\data\dataset\json\299.json,D:\PanoCrowdCount\data\dataset\density_maps\299.npy,test
3,53,50-99,D:\PanoCrowdCount\data\dataset\images\3.jpg,D:\PanoCrowdCount\data\dataset\json\3.json,D:\PanoCrowdCount\data\dataset\density_maps\3.npy,train
30,51,50-99,D:\PanoCrowdCount\data\dataset\images\30.jpg,D:\PanoCrowdCount\data\dataset\json\30.json,D:\PanoCrowdCount\data\dataset\density_maps\30.npy,train
300,59,50-99,D:\PanoCrowdCount\data\dataset\images\300.jpg,D:\PanoCrowdCount\data\dataset\json\300.json,D:\PanoCrowdCount\data\dataset\density_maps\300.npy,train
301,55,50-99,D:\PanoCrowdCount\data\dataset\images\301.jpg,D:\PanoCrowdCount\data\dataset\json\301.json,D:\PanoCrowdCount\data\dataset\density_maps\301.npy,train
302,116,100-199,D:\PanoCrowdCount\data\dataset\images\302.jpg,D:\PanoCrowdCount\data\dataset\json\302.json,D:\PanoCrowdCount\data\dataset\density_maps\302.npy,train
303,354,300-499,D:\PanoCrowdCount\data\dataset\images\303.jpg,D:\PanoCrowdCount\data\dataset\json\303.json,D:\PanoCrowdCount\data\dataset\density_maps\303.npy,train
304,142,100-199,D:\PanoCrowdCount\data\dataset\images\304.jpg,D:\PanoCrowdCount\data\dataset\json\304.json,D:\PanoCrowdCount\data\dataset\density_maps\304.npy,val
305,56,50-99,D:\PanoCrowdCount\data\dataset\images\305.jpg,D:\PanoCrowdCount\data\dataset\json\305.json,D:\PanoCrowdCount\data\dataset\density_maps\305.npy,train
306,162,100-199,D:\PanoCrowdCount\data\dataset\images\306.jpg,D:\PanoCrowdCount\data\dataset\json\306.json,D:\PanoCrowdCount\data\dataset\density_maps\306.npy,train
307,71,50-99,D:\PanoCrowdCount\data\dataset\images\307.jpg,D:\PanoCrowdCount\data\dataset\json\307.json,D:\PanoCrowdCount\data\dataset\density_maps\307.npy,val
308,202,200-299,D:\PanoCrowdCount\data\dataset\images\308.jpg,D:\PanoCrowdCount\data\dataset\json\308.json,D:\PanoCrowdCount\data\dataset\density_maps\308.npy,train
309,98,50-99,D:\PanoCrowdCount\data\dataset\images\309.jpg,D:\PanoCrowdCount\data\dataset\json\309.json,D:\PanoCrowdCount\data\dataset\density_maps\309.npy,train
31,454,300-499,D:\PanoCrowdCount\data\dataset\images\31.jpg,D:\PanoCrowdCount\data\dataset\json\31.json,D:\PanoCrowdCount\data\dataset\density_maps\31.npy,train
310,365,300-499,D:\PanoCrowdCount\data\dataset\images\310.jpg,D:\PanoCrowdCount\data\dataset\json\310.json,D:\PanoCrowdCount\data\dataset\density_maps\310.npy,val
311,135,100-199,D:\PanoCrowdCount\data\dataset\images\311.jpg,D:\PanoCrowdCount\data\dataset\json\311.json,D:\PanoCrowdCount\data\dataset\density_maps\311.npy,train
312,68,50-99,D:\PanoCrowdCount\data\dataset\images\312.jpg,D:\PanoCrowdCount\data\dataset\json\312.json,D:\PanoCrowdCount\data\dataset\density_maps\312.npy,train
313,287,200-299,D:\PanoCrowdCount\data\dataset\images\313.jpg,D:\PanoCrowdCount\data\dataset\json\313.json,D:\PanoCrowdCount\data\dataset\density_maps\313.npy,train
314,297,200-299,D:\PanoCrowdCount\data\dataset\images\314.jpg,D:\PanoCrowdCount\data\dataset\json\314.json,D:\PanoCrowdCount\data\dataset\density_maps\314.npy,train
315,181,100-199,D:\PanoCrowdCount\data\dataset\images\315.jpg,D:\PanoCrowdCount\data\dataset\json\315.json,D:\PanoCrowdCount\data\dataset\density_maps\315.npy,train
316,56,50-99,D:\PanoCrowdCount\data\dataset\images\316.jpg,D:\PanoCrowdCount\data\dataset\json\316.json,D:\PanoCrowdCount\data\dataset\density_maps\316.npy,train
317,294,200-299,D:\PanoCrowdCount\data\dataset\images\317.jpg,D:\PanoCrowdCount\data\dataset\json\317.json,D:\PanoCrowdCount\data\dataset\density_maps\317.npy,train
318,95,50-99,D:\PanoCrowdCount\data\dataset\images\318.jpg,D:\PanoCrowdCount\data\dataset\json\318.json,D:\PanoCrowdCount\data\dataset\density_maps\318.npy,train
319,56,50-99,D:\PanoCrowdCount\data\dataset\images\319.jpg,D:\PanoCrowdCount\data\dataset\json\319.json,D:\PanoCrowdCount\data\dataset\density_maps\319.npy,train
32,60,50-99,D:\PanoCrowdCount\data\dataset\images\32.jpg,D:\PanoCrowdCount\data\dataset\json\32.json,D:\PanoCrowdCount\data\dataset\density_maps\32.npy,val
320,45,0-49,D:\PanoCrowdCount\data\dataset\images\320.jpg,D:\PanoCrowdCount\data\dataset\json\320.json,D:\PanoCrowdCount\data\dataset\density_maps\320.npy,train
321,76,50-99,D:\PanoCrowdCount\data\dataset\images\321.jpg,D:\PanoCrowdCount\data\dataset\json\321.json,D:\PanoCrowdCount\data\dataset\density_maps\321.npy,train
322,15,0-49,D:\PanoCrowdCount\data\dataset\images\322.jpg,D:\PanoCrowdCount\data\dataset\json\322.json,D:\PanoCrowdCount\data\dataset\density_maps\322.npy,train
323,57,50-99,D:\PanoCrowdCount\data\dataset\images\323.jpg,D:\PanoCrowdCount\data\dataset\json\323.json,D:\PanoCrowdCount\data\dataset\density_maps\323.npy,val
324,80,50-99,D:\PanoCrowdCount\data\dataset\images\324.jpg,D:\PanoCrowdCount\data\dataset\json\324.json,D:\PanoCrowdCount\data\dataset\density_maps\324.npy,test
325,180,100-199,D:\PanoCrowdCount\data\dataset\images\325.jpg,D:\PanoCrowdCount\data\dataset\json\325.json,D:\PanoCrowdCount\data\dataset\density_maps\325.npy,train
326,216,200-299,D:\PanoCrowdCount\data\dataset\images\326.jpg,D:\PanoCrowdCount\data\dataset\json\326.json,D:\PanoCrowdCount\data\dataset\density_maps\326.npy,train
327,77,50-99,D:\PanoCrowdCount\data\dataset\images\327.jpg,D:\PanoCrowdCount\data\dataset\json\327.json,D:\PanoCrowdCount\data\dataset\density_maps\327.npy,train
328,170,100-199,D:\PanoCrowdCount\data\dataset\images\328.jpg,D:\PanoCrowdCount\data\dataset\json\328.json,D:\PanoCrowdCount\data\dataset\density_maps\328.npy,train
329,17,0-49,D:\PanoCrowdCount\data\dataset\images\329.jpg,D:\PanoCrowdCount\data\dataset\json\329.json,D:\PanoCrowdCount\data\dataset\density_maps\329.npy,train
33,79,50-99,D:\PanoCrowdCount\data\dataset\images\33.jpg,D:\PanoCrowdCount\data\dataset\json\33.json,D:\PanoCrowdCount\data\dataset\density_maps\33.npy,train
330,203,200-299,D:\PanoCrowdCount\data\dataset\images\330.jpg,D:\PanoCrowdCount\data\dataset\json\330.json,D:\PanoCrowdCount\data\dataset\density_maps\330.npy,train
331,112,100-199,D:\PanoCrowdCount\data\dataset\images\331.jpg,D:\PanoCrowdCount\data\dataset\json\331.json,D:\PanoCrowdCount\data\dataset\density_maps\331.npy,train
